image_path,xmin,ymin,xmax,ymax,label
Nestor Macias RGB_8_7600_0_11600_4000.png,926.8010864,518.6437988,1187.035278,754.40802,Tree
Flora Pluas RGB_16_11400_3800_15400_7800.png,3729.255859,1988.007202,3998.09668,2390.895752,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,1256.84082,1093.511719,1543.311768,1378.21228,Tree
Carlos Vera Guevara RGB_7_3800_8305_7800_12305.png,711.7614136,2802.355957,1001.332581,3097.891846,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,649.1958008,923.116394,826.4069214,1113.325562,Tree
Nestor Macias RGB_12_11003_0_15003_4000.png,2587.41626,3414.348633,2824.817871,3652.784668,Tree
Flora Pluas RGB_15_11400_0_15400_4000.png,3016.297363,3157.287598,3280.39209,3447.646729,Tree
Carlos Vera Guevara RGB_7_3800_8305_7800_12305.png,1914.79248,2466.234131,2143.802734,2714.541016,Tree
Flora Pluas RGB_11_7600_3800_11600_7800.png,2239.033936,3077.146973,2636.738525,3486.297852,Tree
Flora Pluas RGB_5_3800_0_7800_4000.png,3069.881348,3727.103027,3445.051758,4000.0,Tree
Nestor Macias RGB_13_11003_3800_15003_7800.png,1466.479004,1752.231689,1741.983032,1993.913574,Tree
Carlos Vera Guevara RGB_7_3800_8305_7800_12305.png,2689.044922,952.6142578,2890.691406,1107.20459,Tree
Flora Pluas RGB_22_12782_7600_16782_11600.png,1173.098755,845.7436523,1424.761963,1075.335815,Tree
Carlos Vera Arteaga RGB_8_7600_0_11600_4000.png,596.4295044,289.7169189,1250.554932,873.7624512,Tree
Manuel Macias RGB_9_9748_0_13748_4000.png,3.835264206,1207.870117,118.8384323,1467.031982,Tree
Flora Pluas RGB_1_0_3800_4000_7800.png,723.5494995,2919.625488,997.1887817,3187.132324,Tree
Flora Pluas RGB_12_7600_7600_11600_11600.png,888.1137695,873.3743896,1127.294678,1187.558838,Tree
Manuel Macias RGB_1_0_3800_4000_7800.png,852.2375488,2467.175293,1024.880005,2635.185303,Tree
Nestor Macias RGB_8_7600_0_11600_4000.png,3762.001953,1911.292847,4000.0,2198.450928,Tree
Leonor Aspiazu RGB_11_7600_9855_11600_13855.png,3463.884766,1482.83374,3763.885742,1813.102417,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,210.523819,278.6681213,409.7062683,459.4332886,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,2160.097656,682.576355,2345.189697,863.619751,Tree
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2975.333496,2708.425537,3138.587891,2881.401367,Tree
Carlos Vera Guevara RGB_7_3800_8305_7800_12305.png,1749.121582,998.5436401,1946.174561,1190.645874,Tree
Flora Pluas RGB_13_7600_11400_11600_15400.png,2431.13623,2465.109375,2700.103516,2692.675537,Tree
Leonor Aspiazu RGB_1_0_3800_4000_7800.png,1176.139038,704.3549194,1438.625732,958.8512573,Tree
Carlos Vera Arteaga RGB_4_3800_0_7800_4000.png,1773.237793,1329.31543,2012.677734,1582.68335,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,1340.242554,1483.83606,1616.222656,1730.674316,Tree
Carlos Vera Guevara RGB_2_0_7600_4000_11600.png,2080.46875,2142.80835,2339.981689,2413.502197,Tree
Flora Pluas RGB_13_7600_11400_11600_15400.png,1990.255859,2208.472168,2217.801514,2416.641846,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,2798.023926,1154.559814,3036.897461,1418.634155,Tree
Leonor Aspiazu RGB_13_11400_3800_15400_7800.png,286.1325073,3490.381104,507.9022522,3707.791504,Tree
Leonor Aspiazu RGB_13_11400_3800_15400_7800.png,649.5614624,2181.134033,971.5459595,2514.033447,Tree
Flora Pluas RGB_8_3800_11400_7800_15400.png,3334.735107,3132.755127,3678.796875,3506.635742,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,2630.289307,1266.830444,2769.817383,1404.55249,Tree
Carlos Vera Arteaga RGB_11_7600_11053_11600_15053.png,1332.878296,941.5189819,1566.032104,1195.006714,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,1372.385254,2359.70752,1641.027344,2619.338623,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,3290.876465,1654.082031,3471.014404,1818.613403,Tree
Flora Pluas RGB_1_0_3800_4000_7800.png,1462.441406,1507.923462,1805.822266,1858.859741,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,2577.906982,2588.482422,2889.549072,2928.50293,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,2766.722656,3810.765137,2991.657959,3995.527832,Tree
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2262.220947,3339.274902,2516.451172,3580.773682,Tree
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,3379.770264,3877.04248,3578.750488,3997.853027,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,2226.195557,3154.837646,2423.494385,3343.517822,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,3459.831543,1560.02124,3775.428711,1860.996094,Tree
Nestor Macias RGB_12_11003_0_15003_4000.png,728.2443237,3420.907471,979.7654419,3667.436523,Tree
Manuel Macias RGB_4_3800_3800_7800_7800.png,2063.157959,3247.853027,2365.514893,3558.62085,Tree
Carlos Vera Guevara RGB_7_3800_8305_7800_12305.png,2029.975098,1711.539917,2266.769531,1927.612549,Tree
Nestor Macias RGB_11_7600_9024_11600_13024.png,1096.732178,1947.131958,1408.45813,2267.763916,Tree
Flora Pluas RGB_21_12782_3800_16782_7800.png,583.2373657,3664.996582,852.850647,3949.120117,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,3343.437256,3585.146729,3564.891357,3807.78833,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,1221.04248,409.8902893,1396.197388,591.8676147,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,22.28643036,2181.782959,387.8073425,2553.12915,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,740.1140137,929.4190674,930.897644,1118.164551,Tree
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,660.0448608,1507.295166,805.0836792,1653.762939,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,3217.000488,1801.177002,3808.276855,2365.57373,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,811.3609009,3590.846191,1055.828735,3844.218018,Tree
Nestor Macias RGB_2_0_7600_4000_11600.png,2949.948975,2829.845947,3427.706055,3317.331787,Tree
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2420.222168,1771.60022,2605.617676,1963.708618,Tree
Flora Pluas RGB_2_0_7600_4000_11600.png,3450.229248,536.9147949,3710.034668,779.7540283,Tree
Nestor Macias RGB_10_7600_7600_11600_11600.png,546.0108032,3563.106934,742.531189,3742.397461,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,2484.473145,791.8571167,2769.772461,1051.314941,Tree
Flora Pluas RGB_16_11400_3800_15400_7800.png,3124.791016,1080.96582,3390.139648,1330.669678,Tree
Nestor Macias RGB_13_11003_3800_15003_7800.png,2517.137939,2968.745605,2842.89917,3284.227051,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,164.4575348,9.072324753,440.0447388,277.1511536,Tree
Flora Pluas RGB_16_11400_3800_15400_7800.png,3805.179932,3562.269531,3993.685547,3739.304688,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,968.22229,2286.453857,1168.756714,2502.404297,Tree
Carlos Vera Arteaga RGB_13_11297_3800_15297_7800.png,2715.28125,173.4957886,2906.703125,367.5759583,Tree
Flora Pluas RGB_17_11400_7600_15400_11600.png,15.27427673,3679.193359,363.9825745,4000.0,Tree
Flora Pluas RGB_9_3800_11578_7800_15578.png,1367.641724,2625.177979,1711.987793,3000.373291,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,1540.581909,1625.345215,1800.999268,1924.24939,Tree
Nestor Macias RGB_7_3800_9024_7800_13024.png,1546.97937,1896.935303,1811.925293,2163.700195,Tree
Nestor Macias RGB_1_0_3800_4000_7800.png,2427.023438,1772.488281,2703.715088,2042.22522,Tree
Flora Pluas RGB_15_11400_0_15400_4000.png,130.4022217,3440.908691,384.3951416,3699.970947,Tree
Flora Pluas RGB_1_0_3800_4000_7800.png,670.1077881,2055.843506,1046.209595,2479.083008,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,3750.46167,2254.912354,3998.071777,2534.510254,Tree
Carlos Vera Guevara RGB_7_3800_8305_7800_12305.png,1577.324341,2482.255615,1813.726196,2736.088623,Tree
Flora Pluas RGB_7_3800_7600_7800_11600.png,1715.589111,672.4671631,2057.733154,1023.480347,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,2069.654785,1673.018921,2390.585693,2011.815308,Tree
Leonor Aspiazu RGB_16_13134_0_17134_4000.png,649.850769,1889.153564,928.2167969,2140.999512,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,1902.926025,2044.02771,2222.432129,2347.013916,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,1335.664673,1195.579102,1635.273926,1468.304565,Tree
Leonor Aspiazu RGB_10_7600_7600_11600_11600.png,177.8818665,3241.739258,372.9834595,3452.205811,Tree
Leonor Aspiazu RGB_7_3800_9855_7800_13855.png,1236.845093,537.2955322,1573.828369,915.3040771,Tree
Nestor Macias RGB_1_0_3800_4000_7800.png,2827.364258,1307.073486,3072.075684,1560.815674,Tree
Nestor Macias RGB_13_11003_3800_15003_7800.png,1640.45105,504.7294922,1949.896973,846.0682373,Tree
Leonor Aspiazu RGB_5_3800_3800_7800_7800.png,2822.395264,1514.753662,3062.88916,1757.680786,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,457.1591492,180.1559448,839.0536499,576.9356689,Tree
Flora Pluas RGB_10_7600_0_11600_4000.png,2424.998779,664.4263916,2761.278564,1000.047119,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,371.64505,3283.504883,558.9593506,3479.174561,Tree
Flora Pluas RGB_0_0_0_4000_4000.png,1976.286743,3579.831543,2314.523193,3882.554932,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,3860.834717,1086.318848,3997.641357,1298.800659,Tree
Carlos Vera Arteaga RGB_11_7600_11053_11600_15053.png,1823.187988,1883.101318,2013.78186,2079.557617,Tree
Flora Pluas RGB_21_12782_3800_16782_7800.png,1350.487915,3210.706543,1597.098633,3438.747314,Tree
Flora Pluas RGB_22_12782_7600_16782_11600.png,837.4366455,2748.998047,1110.908447,3052.179443,Tree
Manuel Macias RGB_8_7600_6879_11600_10879.png,2346.390137,1115.186523,2692.789063,1463.30896,Tree
Flora Pluas RGB_1_0_3800_4000_7800.png,1281.730835,1325.717041,1593.72998,1629.48999,Tree
Carlos Vera Arteaga RGB_8_7600_0_11600_4000.png,1470.148438,1141.126831,1704.6698,1368.133179,Tree
Carlos Vera Arteaga RGB_1_0_3800_4000_7800.png,3478.879639,1163.372681,3740.47876,1413.071411,Tree
Flora Pluas RGB_21_12782_3800_16782_7800.png,3333.613281,2414.705322,3643.729492,2746.561279,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,1984.081421,1044.841431,2303.179199,1386.858032,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,1460.8302,1390.775391,1716.730835,1616.322876,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,197.9601288,3048.563232,408.8026123,3275.501953,Tree
Leonor Aspiazu RGB_13_11400_3800_15400_7800.png,1188.644653,1718.044556,1636.730469,2210.600586,Tree
Manuel Macias RGB_2_0_6879_4000_10879.png,3292.119141,1910.596313,3469.75,2096.454102,Tree
Leonor Aspiazu RGB_4_3800_0_7800_4000.png,2640.344727,2896.05127,3223.631592,3480.490479,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,2395.946045,1986.762085,2626.192383,2204.358398,Tree
Flora Pluas RGB_12_7600_7600_11600_11600.png,3444.513428,406.2523499,3781.524902,735.4470825,Tree
Carlos Vera Arteaga RGB_12_11297_0_15297_4000.png,1152.782715,3390.411133,1343.170166,3580.287842,Tree
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,1542.123047,3868.145996,1757.82666,3997.536621,Tree
Leonor Aspiazu RGB_7_3800_9855_7800_13855.png,3416.697998,469.4104309,3698.338623,735.4563599,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,1848.917236,1620.399292,2114.727783,1872.356934,Tree
Flora Pluas RGB_1_0_3800_4000_7800.png,35.38165665,1273.265259,295.444458,1530.753784,Tree
Leonor Aspiazu RGB_13_11400_3800_15400_7800.png,304.0105286,2894.484863,632.7386475,3226.055176,Tree
Flora Pluas RGB_8_3800_11400_7800_15400.png,2719.618896,431.3158264,2921.493164,638.5580444,Tree
Carlos Vera Guevara RGB_2_0_7600_4000_11600.png,1998.289917,244.2274628,2186.602539,413.999176,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,3490.768311,3874.808105,3763.672363,3994.068359,Tree
Flora Pluas RGB_8_3800_11400_7800_15400.png,1375.631958,2796.968994,1711.050659,3161.990234,Tree
Flora Pluas RGB_16_11400_3800_15400_7800.png,2018.413818,279.637146,2291.89209,586.0154419,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,1537.902832,1809.240845,1917.633423,2248.781982,Tree
Nestor Macias RGB_1_0_3800_4000_7800.png,1783.165527,679.7241821,2101.461426,1024.022705,Tree
Nestor Macias RGB_14_11003_7600_15003_11600.png,1245.089966,715.6940918,1578.506714,1056.534668,Tree
Manuel Macias RGB_2_0_6879_4000_10879.png,3115.712158,1503.637573,3348.831543,1743.641968,Tree
Manuel Macias RGB_11_9748_6879_13748_10879.png,246.5399475,5.797522068,568.6768799,218.5535278,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,2463.219482,1643.522339,2708.203369,1887.629883,Tree
Carlos Vera Arteaga RGB_10_7600_7600_11600_11600.png,3178.068848,3373.907715,3465.549805,3621.893311,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,1896.119263,3338.353516,2058.323975,3485.532227,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,3575.809326,2366.426514,3763.707764,2544.883301,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,2542.968994,2346.965332,2778.60791,2595.170166,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,1250.824951,1706.393555,1703.800171,2212.160645,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,1110.756104,3657.018555,1251.397949,3806.820801,Tree
Carlos Vera Arteaga RGB_1_0_3800_4000_7800.png,1947.805786,2613.539063,2447.000732,3101.412109,Tree
Flora Pluas RGB_20_12782_0_16782_4000.png,2248.093506,3511.541016,2491.133545,3721.876709,Tree
Carlos Vera Arteaga RGB_12_11297_0_15297_4000.png,1287.946289,3782.996582,1622.720093,3988.210938,Tree
Flora Pluas RGB_2_0_7600_4000_11600.png,3440.865479,60.4691391,3655.68335,273.4866333,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,628.3378296,2566.523926,1011.072449,2943.686523,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,452.1014709,3322.925293,681.2877808,3580.05542,Tree
Leonor Aspiazu RGB_11_7600_9855_11600_13855.png,1109.757568,1622.380615,1335.812256,1873.056152,Tree
Manuel Macias RGB_0_0_0_4000_4000.png,2736.360352,2700.881836,3057.801758,2995.530762,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,966.7682495,8.485300064,1231.874512,191.2236023,Tree
Nestor Macias RGB_8_7600_0_11600_4000.png,2977.561035,3089.191895,3210.655762,3362.13916,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,2988.431885,469.469635,3229.275146,721.7576294,Tree
Nestor Macias RGB_8_7600_0_11600_4000.png,373.2719727,59.35372162,607.6843872,306.5218811,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,2413.233398,3802.477783,2762.868408,3991.57373,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,806.6696167,2432.963135,988.9046631,2625.359375,Tree
Nestor Macias RGB_7_3800_9024_7800_13024.png,3019.037598,111.7437744,3292.773926,421.8343811,Tree
Flora Pluas RGB_12_7600_7600_11600_11600.png,1568.640381,305.033844,1869.811035,612.3078613,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,1194.845947,2640.380615,1393.545166,2826.000977,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,409.6774292,1548.236938,604.916687,1756.522461,Tree
Flora Pluas RGB_16_11400_3800_15400_7800.png,3748.314209,1091.230957,3986.057617,1361.176758,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,647.1878052,2896.610596,973.9747314,3242.876465,Tree
Carlos Vera Guevara RGB_9_7600_3800_11600_7800.png,398.7120972,2342.842529,943.008667,2863.117432,Tree
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,3540.378418,901.1207886,3700.138916,1061.724609,Tree
Nestor Macias RGB_13_11003_3800_15003_7800.png,212.4112091,292.9435425,528.8131104,631.6434326,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,396.5013733,1560.041016,587.4920044,1765.051392,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,3333.994141,1933.024292,3576.975586,2184.71167,Tree
Leonor Aspiazu RGB_2_0_7600_4000_11600.png,3174.457031,3874.856445,3505.909912,3995.26416,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,335.1304016,2205.841553,608.8053589,2556.029541,Tree
Nestor Macias RGB_1_0_3800_4000_7800.png,3277.697754,3398.999268,3539.003174,3673.986572,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,256.9301453,3795.259766,566.3718262,3992.826904,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,3481.090332,174.6509399,3715.786621,427.9815674,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,736.272583,1882.380249,997.3815308,2123.380371,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,3553.466553,616.7949829,3862.388672,946.1090088,Tree
Flora Pluas RGB_5_3800_0_7800_4000.png,666.4318237,1877.758301,930.6524658,2103.783203,Tree
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,931.1020508,1085.405151,1114.002441,1275.765259,Tree
Manuel Macias RGB_4_3800_3800_7800_7800.png,3551.612793,2648.793213,3784.419189,2863.999268,Tree
Flora Pluas RGB_5_3800_0_7800_4000.png,3616.024414,1132.525635,3989.692139,1591.535645,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,2210.210693,2094.13623,2419.154541,2270.600586,Tree
Flora Pluas RGB_11_7600_3800_11600_7800.png,5.92926693,3799.289307,393.9440918,3989.395752,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,313.3864136,3444.586426,712.4047852,3823.43042,Tree
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,3462.410156,1206.664673,3771.350098,1477.256348,Tree
Flora Pluas RGB_14_7600_11578_11600_15578.png,3634.684082,408.4631042,3844.440186,618.2979736,Tree
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2771.861328,3794.122559,2954.712891,3977.895996,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,52.13562775,2171.981201,313.7315063,2444.711914,Tree
Flora Pluas RGB_15_11400_0_15400_4000.png,845.4467773,2572.366211,1189.164795,2889.654541,Tree
Leonor Aspiazu RGB_7_3800_9855_7800_13855.png,2255.254395,2347.227051,2543.644287,2577.402588,Tree
Carlos Vera Arteaga RGB_13_11297_3800_15297_7800.png,4.406833172,2937.480225,128.5444183,3184.133789,Tree
Carlos Vera Arteaga RGB_10_7600_7600_11600_11600.png,3131.974365,5.386200428,3373.368164,130.235321,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,3.363146544,271.6729431,122.7600784,515.5030518,Tree
Nestor Macias RGB_12_11003_0_15003_4000.png,1306.63147,2292.511963,1626.691162,2634.457275,Tree
Carlos Vera Arteaga RGB_10_7600_7600_11600_11600.png,3880.34375,1743.466309,3994.004883,1966.458252,Tree
Flora Pluas RGB_17_11400_7600_15400_11600.png,428.1578674,417.5040283,673.6837769,640.050293,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,1866.505981,3352.861816,2090.603271,3607.394775,Tree
Manuel Macias RGB_2_0_6879_4000_10879.png,2292.510986,1720.17334,2535.46582,1958.611938,Tree
Carlos Vera Arteaga RGB_0_0_0_4000_4000.png,3478.758301,2082.452393,3741.134521,2326.602051,Tree
Carlos Vera Arteaga RGB_13_11297_3800_15297_7800.png,354.9327393,2753.608887,550.4181519,2961.662598,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,1709.191895,1263.842163,1949.478271,1504.708862,Tree
Carlos Vera Arteaga RGB_5_3800_3800_7800_7800.png,335.2308044,595.7821045,521.9966431,787.6886597,Tree
Flora Pluas RGB_10_7600_0_11600_4000.png,2548.400146,1839.332153,2776.683105,2072.293213,Tree
Manuel Macias RGB_1_0_3800_4000_7800.png,1626.652222,2991.971436,1833.721924,3200.329834,Tree
Leonor Aspiazu RGB_9_7600_3800_11600_7800.png,2133.183594,1746.079224,2508.621826,2109.30249,Tree
Leonor Aspiazu RGB_10_7600_7600_11600_11600.png,1653.456055,1217.735229,1910.090576,1460.52002,Tree
Manuel Macias RGB_7_7600_3800_11600_7800.png,1326.41687,2810.865234,1674.794434,3148.337891,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,884.1433716,3644.593994,1099.149658,3831.249268,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,2213.94873,2896.869873,2370.281982,3050.418213,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,340.9060974,2429.664307,503.6282043,2574.322266,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,1249.615112,2793.991699,1577.253296,3156.769287,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,814.6707764,1463.234253,982.8492432,1622.906128,Tree
Leonor Aspiazu RGB_3_0_9855_4000_13855.png,2028.178101,195.4007568,2388.708252,575.7194214,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,1180.046387,247.7334595,1440.379028,468.6557312,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,1573.627197,36.41316223,1850.425293,323.1065063,Tree
Nestor Macias RGB_7_3800_9024_7800_13024.png,2.29667902,9.349739075,190.4339142,201.4617462,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,3158.840088,227.1378937,3396.456299,467.4934998,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,2279.760498,3549.373779,2471.060059,3751.832764,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,3489.981934,2316.249756,3676.028076,2518.756592,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,2541.77002,3361.778809,2787.380859,3583.608887,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,300.8778076,1619.554688,521.5186768,1864.870117,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,2450.503418,1194.348877,2726.140625,1427.314575,Tree
Leonor Aspiazu RGB_9_7600_3800_11600_7800.png,989.8057251,2304.147217,1276.499023,2585.831055,Tree
Manuel Macias RGB_3_3800_0_7800_4000.png,805.0803833,1916.628906,1160.905396,2253.86499,Tree
Leonor Aspiazu RGB_7_3800_9855_7800_13855.png,1119.368896,1361.720703,1466.108643,1766.621582,Tree
Manuel Macias RGB_8_7600_6879_11600_10879.png,3795.64209,3293.856201,3999.749512,3645.235352,Tree
Carlos Vera Arteaga RGB_13_11297_3800_15297_7800.png,1855.567139,2974.683594,2032.778687,3151.51123,Tree
Leonor Aspiazu RGB_11_7600_9855_11600_13855.png,368.0917969,1028.851685,571.0488892,1242.915771,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,407.841217,2774.562256,623.3087769,3023.112305,Tree
Flora Pluas RGB_22_12782_7600_16782_11600.png,2063.009033,335.4875183,2323.281006,593.3445435,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,465.2545166,292.774353,708.9203491,560.8296509,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,1044.35376,1313.501587,1312.84314,1584.928101,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,5.390685558,894.5757446,214.2619019,1235.997437,Tree
Carlos Vera Arteaga RGB_8_7600_0_11600_4000.png,1140.354248,2518.841553,1368.31958,2747.098877,Tree
Flora Pluas RGB_16_11400_3800_15400_7800.png,3630.42749,212.7783051,3889.95752,491.5647583,Tree
Leonor Aspiazu RGB_7_3800_9855_7800_13855.png,3089.886719,111.6641312,3423.226318,462.8919067,Tree
Leonor Aspiazu RGB_4_3800_0_7800_4000.png,1.580991745,3493.936523,469.8457031,3982.917969,Tree
Carlos Vera Arteaga RGB_9_7600_3800_11600_7800.png,2264.817383,2667.291992,2433.001709,2820.364746,Tree
Nestor Macias RGB_10_7600_7600_11600_11600.png,584.8440552,1422.186523,884.4889526,1745.024292,Tree
Nestor Macias RGB_7_3800_9024_7800_13024.png,1381.265991,75.01013184,1625.045532,341.3440247,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,284.1260376,3589.598633,489.7738953,3869.620605,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,2130.909424,1641.470215,2400.705811,1931.268799,Tree
Leonor Aspiazu RGB_10_7600_7600_11600_11600.png,533.5440063,748.930603,821.1584473,1043.195068,Tree
Nestor Macias RGB_10_7600_7600_11600_11600.png,57.87666321,404.2510681,311.7634888,645.6258545,Tree
Flora Pluas RGB_14_7600_11578_11600_15578.png,2775.933105,1500.548828,3191.093994,1905.74939,Tree
Leonor Aspiazu RGB_7_3800_9855_7800_13855.png,803.9057617,172.0720673,1278.015137,590.9608765,Tree
Carlos Vera Arteaga RGB_6_3800_7600_7800_11600.png,3725.77002,1680.321045,3986.945801,1960.680054,Tree
Flora Pluas RGB_10_7600_0_11600_4000.png,396.9021606,1637.752563,785.1611328,2061.031982,Tree
Manuel Macias RGB_8_7600_6879_11600_10879.png,429.3831177,5.623970509,803.6500244,261.3130188,Tree
Leonor Aspiazu RGB_1_0_3800_4000_7800.png,3.806968689,2827.68042,174.0340424,3044.669189,Tree
Leonor Aspiazu RGB_2_0_7600_4000_11600.png,2523.105713,3619.095459,2834.038574,3955.198242,Tree
Flora Pluas RGB_7_3800_7600_7800_11600.png,1760.202148,2298.654053,2134.229736,2658.135986,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,3792.526123,1696.392334,3996.992676,2026.930786,Tree
Leonor Aspiazu RGB_4_3800_0_7800_4000.png,1197.977783,2834.171631,1491.198242,3150.233643,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,2910.155762,457.1303711,3202.870605,743.5626831,Tree
Flora Pluas RGB_12_7600_7600_11600_11600.png,1388.964844,1396.87854,1626.534668,1655.244995,Tree
Nestor Macias RGB_8_7600_0_11600_4000.png,537.8225098,3223.263916,859.2369995,3527.774658,Tree
Flora Pluas RGB_12_7600_7600_11600_11600.png,1984.767456,1010.449585,2328.624268,1398.103882,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,2318.349609,1874.154663,2653.076172,2223.932373,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,2344.737061,2696.174072,2706.592285,3090.635254,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,2087.841553,964.4318237,2835.664307,1749.051392,Tree
Manuel Macias RGB_5_3800_6879_7800_10879.png,1285.432861,1640.952759,1680.262573,2063.183838,Tree
